nameofjob,nameofcompany,location,jobannouncementtime,jobtype,workmode,skills,joblink,Salary,job_skills,description,requirements
AI Researcher / AI Engineer,Arabian Data -,"Nasr City, Cairo, Egypt",6 days ago,Full Time,On-site,"Full Time
On-site
Student · 1+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology
· Machine Learning
· Natural Language Processing
· Deep Learning
· Artificial Intelligence
· Computer Vision
·
Data Engineering
· Statistical Modeling",https://wuzzuf.net/jobs/p/xxac9og6lkka-ai-researcher-ai-engineer-arabian-data-cairo-egypt,"Confidential, - Competitive Salary - Equity Options - Bonuses. - Paid Time Off - Health Insurance - Fast-Paced Startup Environment With Direct Impact","Machine Learning
Natural Language Processing
Deep Learning
Artificial Intelligence
Computer Vision
Data Engineering
Statistical Modeling
Algorithm Development
Data Analysis
Scientific Research
Research
Research Analysis","We are seeking a talented AI Researcher / AI Engineer who thrives at the intersection of research and engineering. In this role, you will design, implement, and evaluate cutting-edge models for natural language processing, computer vision, and speech technologies, with a strong focus on Arabic-language AI systems. You will collaborate closely with our data annotation and infrastructure teams to ensure seamless model development and deployment. This is a full-time, in-person position based in Cairo.","Strong background in machine learning, deep learning, or AI research (MSc/PhD preferred, but exceptional BSc candidates will be considered)
Proficiency with frameworks such as PyTorch, TensorFlow, or JAX
Solid programming experience in Python and familiarity with libraries such as NumPy, Pandas, scikit-learn, and Hugging Face Transformers
Knowledge of large language models, multimodal architectures, and fine-tuning methods
Experience with cloud computing and GPU training (AWS, GCP, or Azure)
Ability to read research papers and translate ideas into practical experiments
Strong problem-solving and analytical skills
 Nice to Have:
Experience with Arabic language technologies (tokenization, morphology, NLP challenges)
Contributions to open-source projects or published research
Knowledge of data annotation workflows and active learning techniques"
Software Engineer,Arabian Data -,"Nasr City, Cairo, Egypt",6 days ago,Full Time,On-site,"Full Time
On-site
Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Software Development
·
Data Engineering
· Python
· Machine Learning
· ETL Processes
· Front-End Development
· front-end web development
· Back-End Development",https://wuzzuf.net/jobs/p/tyn8ftlbyfyx-software-engineer-arabian-data-cairo-egypt,"Confidential, - Competitive Salary. - Equity Options. - Bonuses. - Paid Time Off. - Premium Health Insurance. - Fast-Paced Startup Environment With Direct Impact.","Software Development
Data Engineering
Python
Machine Learning
ETL Processes
Front-End Development
front-end web development
Back-End Development
JavaScript
Typescript
PyTorch
Linux","As a Software Engineer at NeuralBank, you will build core components of our platform, ensuring scalability, performance, and reliability. You will work closely with AI researchers, product managers, and data teams to deliver software solutions that directly advance Arabic AI innovation.","Strong programming skills in Python, JavaScript/TypeScript, or similar languages
Experience with modern web frameworks (e.g., Django, Flask, FastAPI, Node.js, React)
Proficiency with databases (SQL and NoSQL) and cloud platforms (AWS, GCP, or Azure)
Familiarity with Git and collaborative development workflows
Strong problem-solving skills and ability to work in a fast-paced startup environment"
Cost Engineer,Confidential -,"Zamalek, Cairo, Egypt",8 days ago,Full Time,On-site,"Full Time
On-site
Senior Management · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical ·
Cost estimation & budgeting Cost control & monitoring Project scheduling & planning Risk analysis & cost forecasting Variance analysis & reporting Contract management & change control Data analysis & interpretation Strong analytical & problem-solvi
·
Cost estimation & budgeting Cost control & monitoring Project scheduling & planning Risk analysis & cost forecasting Variance analysis & reporting Contract management & change control Data analysis & interpretation Strong analytical & problem-solvi
· Risk Assessment
· Cost Estimation
· Budget Management
·
Value Engineering
· Construction Management",https://wuzzuf.net/jobs/p/7odro263z1mv-cost-engineer-cairo-egypt,Confidential,"Cost estimation & budgeting Cost control & monitoring Project scheduling & planning Risk analysis & cost forecasting Variance analysis & reporting Contract management & change control Data analysis & interpretation Strong analytical & problem-solvi
Cost estimation & budgeting Cost control & monitoring Project scheduling & planning Risk analysis & cost forecasting Variance analysis & reporting Contract management & change control Data analysis & interpretation Strong analytical & problem-solvi
Risk Assessment
Cost Estimation
Budget Management
Value Engineering
Construction Management
Problem Solving
Project Cost Control","Prepare detailed cost estimates for construction and engineering projects, ensuring accuracy and completeness.
Analyze project drawings, specifications, and related documents to determine material, labor, and equipment costs.
Monitor project budgets and expenditures, identifying variances and recommending corrective actions.
Collaborate with project managers, engineers, and procurement teams to optimize cost efficiency.
Conduct cost risk analysis and value engineering to maximize project profitability.
Develop and maintain cost databases, historical records, and benchmarking data.
Prepare and present cost reports, forecasts, and financial analyses to stakeholders.
Support tendering and bidding processes by providing cost input and analysis.
Evaluate contractor and supplier quotations to ensure alignment with project budgets.
Assist in the development and implementation of cost control procedures and best practices.","Minimum of 1 year of experience in cost engineering, quantity surveying, or a related field.
Bachelor’s degree in Engineering, Construction Management, or a related discipline.
Strong analytical and numerical skills with attention to detail.
Proficiency in cost estimation software and Microsoft Office Suite.
Excellent communication and interpersonal skills for effective collaboration.
Ability to interpret technical drawings, specifications, and contracts.
Familiarity with industry standards and cost control methodologies.
Demonstrated problem-solving abilities and proactive approach to challenges.
Strong organizational skills and ability to manage multiple priorities.
Willingness to work in a fast-paced and dynamic environment."
Material Control Engineer,Elsewedy industries -,"10th of Ramadan City, Cairo, Egypt",5 days ago,Full Time,On-site,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · Quality · Engineering - Mechanical/Electrical
· Material Control
·
Data Analysis
· Problem Solving
· Attention to Detail
· Time Management
·
Electrical Engineering
· Low Voltage Panels",https://wuzzuf.net/jobs/p/a2mrnd6s6teh-material-control-engineer-elsewedy-industries-cairo-egypt,Confidential,"Material Control
Data Analysis
Problem Solving
Attention to Detail
Time Management
Electrical Engineering
Low Voltage Panels","Prepare Material Purchase Requisitions (PRs) based on open orders and forecast orders with target prices.
Review vendors quotations technically, financially and delivery period.
Prepare evaluation reports and recommend the final accepted vendor.
Review order confirmation (OC) material, quantity, Leadtime and prices Based on released PO.
Follow-up with procurement team for open Purchase Requisitions (PRs) and Purchase Orders (Pos).
Ensure the availability of minimum stock of regular materials.
Support logistics team for Customs requirements.
Monitor and Control for IN/OUT material flow for all departments.
Co-ordinate meetings with vendors for engineering requirements.
Hold meetings with departments’ head to finalize forecasts for material.","Bachelor’s degree in electrical power Engineering.
Technical background on LV & MV Switchgears.
Good command on MS Office, Excel and Oracle System is a plus.
Strong communication and interpersonal skills"
Production Mechanical Engineer,Al-Sallab Engineering Industries -,"10th of Ramadan City, Sharqia, Egypt",12 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production
· Sheet Metal
· Production Optimization
· Safety Compliance
· Team Collaboration
·
Data Analysis
· Manufacturing Technology
· Troubleshooting
· Preventive Maintenance
· Process Improvement",https://wuzzuf.net/jobs/p/lyuzhdd7jbzr-production-mechanical-engineer-al-sallab-engineering-industries-sharqia-egypt,Confidential,"Sheet Metal
Production Optimization
Safety Compliance
Team Collaboration
Data Analysis
Manufacturing Technology
Troubleshooting
Preventive Maintenance
Process Improvement
Mechanical Engineering
Technical Documentation","At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
Oversee and optimize mechanical production processes to ensure efficiency and quality standards are consistently met.
Develop, implement, and maintain preventive maintenance schedules for production equipment and machinery.
Collaborate with cross-functional teams to design and improve manufacturing workflows and layouts.
Analyze production data and metrics to identify areas for process improvement and cost reduction.
Troubleshoot mechanical issues on the production floor and coordinate timely repairs to minimize downtime.
Ensure compliance with safety regulations and company policies throughout the production process.
Support the introduction of new products by developing and refining manufacturing processes.
Train and mentor production staff on equipment operation, safety procedures, and best practices.
Prepare technical reports, documentation, and standard operating procedures for production activities.
Assist in sourcing and evaluating new equipment, tools, and technologies to enhance production capabilities.","At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.
At least three years of experience in sheet metal forming, presses, bending and drawing machines.At least three years of experience in sheet metal forming, presses, bending and drawing machines.
Bachelor’s degree in Mechanical Engineering or a related field.
3 to 5 years of experience in a mechanical production or manufacturing engineering role.
Proven track record of optimizing production processes and improving operational efficiency.
Strong knowledge of mechanical systems, manufacturing equipment, and production technologies.
Experience with preventive maintenance and troubleshooting of mechanical machinery.
Familiarity with safety standards and regulatory compliance in a manufacturing environment.
Excellent analytical and problem-solving skills.
Strong communication and teamwork abilities.
Ability to manage multiple tasks and prioritize effectively in a fast-paced setting.
Proficiency in using engineering software and production management tools."
Senior Cost Control Engineer   ,El-Soadaa Group -,"Cairo, Egypt",9 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture
· - Analytical Credibility
· - Planning and Organization
· - Communication
· - Technical Credibility
· - Detail Oriented
· • Power BI
·
Data Analysis
· AutoCAD
· Primavera",https://wuzzuf.net/jobs/p/prie15jlqwy1-senior-cost-control%20engineer-el-soadaa-group-cairo-egypt,Confidential,"- Analytical Credibility
- Planning and Organization
- Communication
- Technical Credibility
- Detail Oriented
• Power BI
Data Analysis
AutoCAD
Primavera
Time Management"," Implement cost control plans, and coordinate with project managers, contractors, and technical office Engineers to collect all required data and documents and ensures their validity.
Study the direct and indirect cost items to determine the cost centres accordingly, and upload the expense items to their cost centres and reviews them with the managers.
Determine critical-path activities for assigned discipline or specialties and identifies significant activities supporting inter-discipline requirements and identify the critical path for discipline or specialty work activities.
Determine critical-path activities for assigned discipline or specialties and identifies significant activities supporting inter-discipline requirements and identify the critical path for discipline or specialty work activities.
Monitor changes in processes or methods to calculate its effects on overall costs","Previous experience in same role not less than 5 years.
Bachelor’s Degree of Engineering.
 Very good command of English.
AutoCAD & Primavera knowledge.
 Analytical thinking & Time Management.
Power BI & Data Analysis will be preferable."
Junior Cost Control Engineer,Genedy Construction -,"Maadi, Cairo, Egypt",9 days ago,Full Time,Hybrid,"Full Time
Hybrid
Entry Level · 1 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical
· Cost Control
·
Data Management
· Financial Analysis
· Project Management
· Analytical Thinking
· Time Management
· Communication
· Microsoft Excel",https://wuzzuf.net/jobs/p/amw1epsffjtc-junior-cost-control-engineer-genedy-construction-cairo-egypt,Confidential,"Cost Control
Data Management
Financial Analysis
Project Management
Analytical Thinking
Time Management
Communication
Microsoft Excel","Assist in preparing, monitoring, and updating project cost estimates and budgets.
Support the collection and analysis of cost data from various project phases.
Track project expenditures and compare actual costs against budgeted figures.
Prepare regular cost reports and forecasts for management review.
Identify cost variances and assist in recommending corrective actions.
Collaborate with project managers, engineers, and procurement teams to gather financial data.
Help maintain and update cost control systems and documentation.
Assist in evaluating subcontractor and supplier invoices for accuracy and compliance.
Participate in project meetings to provide cost-related insights and updates.
Support the preparation of financial documentation for audits and project closeouts.","Bachelor’s degree in Engineering, Construction Management, or a related field.
1-2 years of relevant experience in cost control or project engineering within the construction industry.
Familiarity with cost control principles, budgeting, and financial reporting.
Proficiency in Microsoft Excel and cost management software.
Strong analytical and numerical skills with attention to detail.
Ability to work independently and as part of a team in a fast-paced environment.
Excellent communication and interpersonal skills.
Strong organizational and time management abilities.
Eagerness to learn and adapt to new tools and processes.
Ability to work remotely and manage tasks efficiently in a home-based setting."
Quality Control Engineer (Blown Film),Aldawlia For Plastic Materials -,"10th of Ramadan City, Cairo, Egypt",12 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · males_only · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical
· Chemist
· ISO 22000
· quality
· Quality Control
·
Plastics Engineering
· Plastic Extrusion
· Process Improvement",https://wuzzuf.net/jobs/p/zxm7jnbyzz7w-quality-control-engineer-blown-film-aldawlia-for-plastic-materials-cairo-egypt,Confidential,"Chemist
ISO 22000
quality
Quality Control
Plastics Engineering
Plastic Extrusion
Process Improvement
Blown Film Manufacturing
Statistical Process Control (SPC)
Laboratory Testing
Documentation and Reporting
ISO 9001 Compliance
Data Analysis","Understand customer needs and requirements to develop effective quality control processes
Devise and review specifications for products or processes
Set requirements for raw material or intermediate products for suppliers and monitor their compliance
Ensure adherence to health and safety guidelines as well as legal obligations
Supervise inspectors, technicians and other staff and provide guidance and feedback
Oversee all product development procedures to identify deviations from quality standards
Inspect final output and compare properties to requirements
Approve the right products or reject defectives
Keep accurate documentation and perform statistical analysis
Solicit feedback from customers to assess whether their requirements are met
Submit detailed reports to appropriate executives
Be on the lookout for opportunities for improvement and develop new efficient procedures
Coordinate with external quality assurance auditors and technicians to ensure legal compliance","Proven experience as quality control (Blown Film) - Plastic
Conscientious and responsible
A keen eye for detail and a result driven approach
Outstanding communication skills
Excellent organizational and leadership skills
Proficient in MS Office
In depth understanding of quality control procedures and relevant legal standards
Excellent math abilities and working knowledge of data analysis/statistical methods
BSc/ Ba in Chemist or relevant field
Certification of quality control is a strong advantage (ISO 22000 etc.)"
Production Engineer (Blown Film),Aldawlia For Plastic Materials -,"10th of Ramadan City, Sharqia, Egypt",12 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · males_only · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other
· Plastic Extrusion
·
Plastics Engineering
· Manufacturing Industry
·
Mechanical Engineering
· Microsoft Office
· Manufacturing
· Production",https://wuzzuf.net/jobs/p/7aw8ktm0f32m-production-engineer-blown-film-aldawlia-for-plastic-materials-sharqia-egypt,Confidential,"Plastic Extrusion
Plastics Engineering
Manufacturing Industry
Mechanical Engineering
Microsoft Office
Manufacturing
Production
Production management
Blown film extrusion
Process optimization
Troubleshooting and maintenance
Quality assurance
Data analysis and reporting
Safety compliance","Assisting Shift leader/ Exe officer for all the activities assigned to him.
Following and executing the production plan received from the planning
Executing all production activities involved in producing quality films.
Adjusting the machine setting as per the approved SOP of each product
Executing all activities involved  in the recycling system
Attending to the faults encountered during the process for production as well as the quality of the film
Coordinating with maintenance department during break down as well as to intimate if any abnormality found during running process and planning for preventive shutdowns.
Coordinating with quality control for the quality of the continuously running product as per the specification as well as follow up on the history of earlier produced material
Coordinating with slitting and metalizing for various affairs related to production
Procuring raw materials and consumables required from the store
Data entry in ERP and monitoring/generation of various reports required to track production performance
Responsible for complete housekeeping of plants to maintain the required Hygiene level as we are producing food-grade products.
Following safe operation practices to ensure the safe operation of machines as well as consider the safety of people involved in the operation
Following and executing the various instructions given by the superiors based on time to time requirement related to operations
Use equipment properly and follow safety features","B. Sc.in Engineering. ( Mechanical - Production)
Using the computer and its applications (Microsoft Office).
Very good English speaking
Resolving problems in an efficient manner.
Handling stressful situations and projects.
Collaborating in team activities.
Have experience in blown film or plastic field"
Production Engineer,Confidential -,"10th of Ramadan City, Sharqia, Egypt",12 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 2 - 4 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other ·
Engineering
· Production process optimization
·
Manufacturing engineering
· Problem-solving
· Team collaboration
· Process improvement
·
Data analysis",https://wuzzuf.net/jobs/p/s1pw6uzhkn3m-production-engineer-sharqia-egypt,Confidential,"Engineering
Production process optimization
Manufacturing engineering
Problem-solving
Team collaboration
Process improvement
Data analysis
Technical reporting
Lean manufacturing
Quality assurance
Equipment maintenance","Ensure production follows the daily plan and meets targets.
Monitor and reduce production waste by analyzing root causes.
Track machine performance and productivity metrics.
Perform inventory checks to control material usage and variance.
Prepare tools and ensure new products are compatible with machines.","Bachelor’s degree in Production Engineering
2–4 years of experience
Familiarity with production planning, waste tracking, and machine efficiency monitoring
Ability to use production monitoring tools and basic MS Excel or ERP systems
Strong analytical and problem-solving skills.
Good organizational and time management abilities.
Ability to work under pressure and manage multiple production lines.
Clear communication and team coordination skills.
Willingness to work in shifts or extended hours if required.
Basic proficiency in English (especially for technical terms and reporting)"
Production Engineer,Green Mass -,"Heliopolis, Cairo, Egypt",6 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 3 - 5 Yrs of Exp · Manufacturing/Production
· Production Process Optimization
· Quality Assurance
· Process Improvement
· Technical Problem-Solving
· Project Management
· Team Collaboration
· Time Management
· Health and Safety Compliance
· Communication Skills",https://wuzzuf.net/jobs/p/xsh3n2kq0ksr-production-engineer-green-mass-cairo-egypt,Confidential,"Production Process Optimization
Quality Assurance
Process Improvement
Technical Problem-Solving
Project Management
Team Collaboration
Time Management
Health and Safety Compliance
Communication Skills
Data Analysis","We are looking for a Production Engineer to join its Wood Factory in Cairo 
Job Description:
Responsible for planning, organizing, and monitoring production operations in the wood factory to ensure production targets are met in terms of quantity, quality, and timing, while improving process efficiency and minimizing waste.
⚠️ Note: Candidate must:
Have 3–5 years of experience in the wood or furniture industry (this experience is mandatory).
resident of Cairo.
 ","Responsibilities:
Prepare daily and weekly production plans and follow up on execution.
Coordinate work between operations, maintenance, and warehouse teams.
Improve processes and increase efficiency in material and time usage.
Monitor machinery performance and resolve technical issues.
Prepare production reports and submit them to management.
Ensure compliance with safety and quality standards.
Requirements:
Bachelor’s degree in mechanical, industrial, or related engineering.
3–5 years of experience in the wood or furniture industry (this experience is mandatory).
Strong analytical and problem-solving skills.
Proficiency in MS Office and production planning software.
Ability to manage teams and supervise production schedules.
Cairo residence is mandatory.
⚠️ Only candidates with relevant wood industry experience will be considered."
Quality Engineer,Electrolux -,"10th of Ramadan City, Cairo, Egypt",11 days ago,Full Time,On-site,"Full Time
On-site
Entry Level · 1 - 3 Yrs of Exp · Quality · Engineering - Mechanical/Electrical
· Root Cause Analysis
· Statistical Process Control
· Process Improvement
· Six Sigma Methodology
·
Data Analysis
· Problem-solving
· Quality Assurance",https://wuzzuf.net/jobs/p/2dt9xsc2souj-quality-engineer-electrolux-cairo-egypt,Confidential,"Root Cause Analysis
Statistical Process Control
Process Improvement
Six Sigma Methodology
Data Analysis
Problem-solving
Quality Assurance","What you'll do:
The position is responsible for designing quality standards, inspecting materials, equipment, processes, and products, developing quality control systems, and determining corrective actions.
In detail, you will:
Manage & lead quality staff engaged in Process and final inspection activities.
Provide technical expertise & instruction to his subordinate.
Evaluate his team performance against their job requirement and define training needs on regular bases to upgrade their skills.
Ensure that all products under processing are produced according to their related specs.
Ensure the availability of all measuring equipment & inspection instruments needed for in process inspection.
Use and apply statistical tools to analyze and expire the product related data of the being inspection and/or tested.
Discus on daily bases with production manager & senior the product defects to prevent & reduce cause of defect occurrence.
Issue the inspection of in process products related documents (work instruction, inspection instruction,…etc)
Follow up & supervise all inspection activities & relating or affecting activities
Monitor the final products returned from Customers & After sales service sector reports 
Establishing the required action plans to improve final product & customer returns KPIs 
Aware and implement the requirement of quality management system ISO 9001-2008. 
Ensure that all used testing equipment and/or tools under his supervision are subjected for calibration program follow the program implement for each. 
Area of interest to minimize the cost of processing or inspection. ","Bachelor’s degree engineering, (Mechanical/Mechatronics are preferred)
Experience: 1-3 years of experience in quality and preferred with industrial quality.
Fluent Spoken and written command of English language.
Strong Leadership skills, preferably including Leading/Managing/Mentoring Others experience
Strong Logical and analytical thinking.
Ability to collaborate effectively within a multifunctional environment
Problem solving skills through innovation and creativity"
Industrial Engineer – Garment Factory,Al-Nasser -,"Fayoum, Egypt",7 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 10+ Yrs of Exp · Manufacturing/Production
· Production Planning
· Time-Motion Study
·
Data Analysis
· Lean Manufacturing
· Microsoft Excel",https://wuzzuf.net/jobs/p/psqwwjzvptd9-industrial-engineer-garment-factory-al-nasser-fayoum-egypt,"Confidential, Attractive Salary, Monthly Incentive, Transportation Available, Daily Meal, Social And Medical Insurance, Fellowship Fund.","Production Planning
Time-Motion Study
Data Analysis
Lean Manufacturing
Microsoft Excel","Study existing production processes to identify bottlenecks and inefficiencies.
Develop and implement methods to improve productivity, reduce cost, and maintain quality.
Conduct time and motion studies to set accurate Standard Minute Values (SMVs) for each operation.
Prepare operation breakdowns for each garment style.
Design efficient workstation layouts to maximize output and minimize idle time.
Balance sewing lines to match operators’ skill levels and production targets.
Monitor daily production to ensure targets are met and report deviations.
Calculate manpower, machine, and equipment requirements for each order.
Reduce wastage of fabric, trims, and time through process optimization.
Collaborate with the Quality Department to ensure process methods meet product quality standards.
Support health, safety, and compliance requirements in production areas.
Maintain IE-related documentation such as SMV records, line efficiency reports, and productivity analysis.
Prepare weekly/monthly IE performance reports for management review.","Experience: Not Less Than 10 Years In same Position 
Education: Bachelor’s degree in Engineering, Garment Engineering, or related field.
Knowledge: Strong knowledge of Industrial Engineering techniques for apparel manufacturing.
Proficient in Time & Motion Study, SMV calculation, and productivity improvement tools.
Understanding of Lean Manufacturing and Kaizen principles.
Good analytical, problem-solving, and communication skills.
Proficient in MS Excel, IE software and systems "
Senior Steel Production Engineer,EAST -,"6th of October, Giza, Egypt",11 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Engineering - Mechanical/Electrical
· Steel production management
· Process optimization
· Team leadership
· Quality control
· Production planning
· Problem-solving
· Lean manufacturing",https://wuzzuf.net/jobs/p/nnuvkynnta8f-senior-steel-production-engineer-east-giza-egypt,Confidential,"Steel production management
Process optimization
Team leadership
Quality control
Production planning
Problem-solving
Lean manufacturing
Health and safety compliance
Data analysis
Communication","Responsibilities and Duties:
Prepare detailed production plans, coordinate and follow up its implementation to ensure achieving the fabrication targets in time
Studies the details of the Project document and reviews required quantities of material and parts.
Follows up the progress of outsourced fabrication operations and ensures compliance with the related schedules.
Develops fabrication schedules for in-house fabrication operations and follows up the progress of implementation.
Provides detailed drawings, process sheets and other related documents to production team.
Monitors material utilization and reports deviations to the production manager.
Liaises with detailing department to get required clarifications and discuss technical issues related to project.
Ensure the implementation of industrial safety regulations and the availability of safety equipment’s
Ensures compliance with safety regulations and availability of industrial safety equipment’s across the factory departments, and reports deviations to the production manager. This includes organizing the required safety training for the factory employees.
Investigate problems, analyze root causes and derive resolutions.
Prepares periodic production reports as directed by the production manager.
Performs any other related duties as and when required.
 Qualifications:
Ability to effectively lead and direct employees.
Detail-oriented and extremely efficient
Ability to maintain positive vendor and client relationships.
Good written and spoken English Language.
Familiarity with CAD software
Proficiency using Microsoft SW (Excel, Access)
 Education:
Bachelor of Mechanical Engineering.
Experience: 5 to 7 years

 ",
Technical Office Engineer (Government Liaison),ARX Developments -,"New Cairo, Cairo, Egypt",16 days ago,Full Time,On-site,"Full Time
On-site
Experienced · 2 - 3 Yrs of Exp · Business Development · Legal · Engineering - Other
· Legal Affairs
· Legal Documents
· Legal Services
·
Engineering Services
·
Engineering Field
· Governmental Affairs
· Governmental Relations",https://wuzzuf.net/jobs/p/xswf0g0qjcbg-technical-office-engineer-government-liaison-arx-developments-cairo-egypt,Confidential,"Legal Affairs
Legal Documents
Legal Services
Engineering Services
Engineering Field
Governmental Affairs
Governmental Relations
Data Governance (DG)
Engineering Service","Prepare and submit all required documents for obtaining building permits.
Liaise with governmental authorities, city councils, and utility service providers (water, electricity, gas).
Track and follow up on permit statuses, inspection requests, and official correspondence.
Coordinate with internal departments to ensure technical compliance with regulations.
Maintain organized records and archives for all submitted documents and approvals.
Stay up-to-date with laws and building codes affecting project execution and licensing.
Support project timelines by ensuring timely approvals and utility connections
Prepare periodic reports on permit and utility coordination progress.","Bachelor’s degree in Civil Engineering.
Minimum of 3 years of proven experience dealing with government entities.
Strong experience in obtaining building permits and coordinating with utility companies (Water – Electricity – Gas).
Ability to coordinate effectively with governmental bodies, city authorities, and utility providers.
Excellent skills in tracking deadlines, preparing reports, and maintaining accurate documentation of official paperwork.
Solid understanding of architectural regulations and licensing procedures.
Location: New Damietta
Working Days: 6 days/week"
MRP Engineer,Alahram Cookware -,"Agami, Alexandria, Egypt",17 days ago,Full Time,On-site,"Full Time
On-site
Entry Level · 1 - 2 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · Engineering - Other
· Supply Chain
· Problem Solving
· Forecasting
·
Data Analysis
· Inventory Management
· MRP",https://wuzzuf.net/jobs/p/fkeaxpluvoch-mrp-engineer-alahram-cookware-alexandria-egypt,Confidential,"Supply Chain
Problem Solving
Forecasting
Data Analysis
Inventory Management
MRP","- Analyze production plans and inventory levels to determine material requirements.
- Run MRP systems to generate purchase and production orders.
- Coordinate with procurement, production, and warehouse teams to ensure timely material availability.
- Monitor material shortages, delays, or excesses and take corrective actions.
- Maintain accurate records of material data, lead times, and inventory.
- Optimize material flow to reduce waste and improve efficiency.
- Prepare regular reports on MRP performance and KPIs.
- Support continuous improvement initiatives in planning and supply chain operations.
- Assist in developing and adjusting the master production schedule based on sales forecasts and actual demand.
- Help track and follow up on open purchase orders and material delivery schedules.
- Participate in daily/weekly production meetings to provide material status updates.
- Identify and report discrepancies in stock records or material transactions.
- Work with the planning supervisor to update BOMs and planning parameters in the ERP system.
- Collaborate with quality and warehouse teams to manage non-conforming materials and returns.","- Bachelor's degree in Industrial Engineering, Mechanical Engineering, or any related field.
- 1–2 years of proven experience in material planning, production planning, or MRP execution, preferably in a manufacturing or industrial environment.
- Solid hands-on experience with MRP/ERP systems (Oracle,or similar platforms).
- Proficient in Microsoft Excel (VLOOKUP, Pivot Tables, basic formulas); familiarity with Power BI or other data tools is a plus.
- Good understanding of inventory control, BOM (Bill of Materials) structure, and basic supply chain processes.
- Strong analytical skills, with attention to detail and accuracy in data handling.
- Excellent organizational and time management skills, with the ability to prioritize tasks and meet deadlines.
- Effective communication and coordination abilities to work cross-functionally with planning, purchasing, warehouse, and production teams.
- Self-motivated and willing to learn, with a continuous improvement mindset.
- Ability to work under pressure in a fast-paced environment.
- Alexandria residents only."
